,material,compatibility,chemical
0,,,Phosphoric Acid (S40%)
1,ABS plastic,D - Poor,Phosphoric Acid (S40%)
2,Acetal (Delrin®),D - Poor,Phosphoric Acid (S40%)
3,Aluminum,C - Fair,Phosphoric Acid (S40%)
4,Brass,N/A,Phosphoric Acid (S40%)
5,Bronze,N/A,Phosphoric Acid (S40%)
6,Buna N (Nitrile),N/A,Phosphoric Acid (S40%)
7,Carbon graphite,N/A,Phosphoric Acid (S40%)
8,Carbon Steel,D - Poor,Phosphoric Acid (S40%)
9,Carpenter 20,A - Excellent,Phosphoric Acid (S40%)
10,Cast iron,N/A,Phosphoric Acid (S40%)
11,Ceramic Al203,N/A,Phosphoric Acid (S40%)
12,Ceramic magnet,N/A,Phosphoric Acid (S40%)
13,ChemRaz (FFKM),N/A,Phosphoric Acid (S40%)
14,Copper,D - Poor,Phosphoric Acid (S40%)
15,CPVC,N/A,Phosphoric Acid (S40%)
16,EPDM,N/A,Phosphoric Acid (S40%)
17,Epoxy,N/A,Phosphoric Acid (S40%)
18,Fluorocarbon (FKM),D - Poor,Phosphoric Acid (S40%)
19,Hastelloy-C®,C - Fair,Phosphoric Acid (S40%)
20,Hypalon®,N/A,Phosphoric Acid (S40%)
21,Hytrel®,N/A,Phosphoric Acid (S40%)
22,Kalrez,N/A,Phosphoric Acid (S40%)
23,Kel-F®,N/A,Phosphoric Acid (S40%)
24,LDPE,N/A,Phosphoric Acid (S40%)
25,Natural rubber,N/A,Phosphoric Acid (S40%)
26,Neoprene,A - Excellent,Phosphoric Acid (S40%)
27,NORYL®,N/A,Phosphoric Acid (S40%)
28,Nylon,N/A,Phosphoric Acid (S40%)
29,Polycarbonate,N/A,Phosphoric Acid (S40%)
30,Polyetherether Ketone (PEEK),N/A,Phosphoric Acid (S40%)
31,Polypropylene,D - Poor,Phosphoric Acid (S40%)
32,Polyurethane,D - Poor,Phosphoric Acid (S40%)
33,PPS (Ryton®),N/A,Phosphoric Acid (S40%)
34,PTFE,N/A,Phosphoric Acid (S40%)
35,PVC,D - Poor,Phosphoric Acid (S40%)
36,PVDF (Kynar®),D - Poor,Phosphoric Acid (S40%)
37,Silicone,N/A,Phosphoric Acid (S40%)
38,stainless steel - 304,N/A,Phosphoric Acid (S40%)
39,stainless steel - 316,C - Fair,Phosphoric Acid (S40%)
40,Titanium,D - Poor,Phosphoric Acid (S40%)
41,Tygon®,D - Poor,Phosphoric Acid (S40%)
42,Viton®,N/A,Phosphoric Acid (S40%)
