,material,compatibility,chemical
0,,,Sodium Aluminate
1,ABS plastic,N/A,Sodium Aluminate
2,Acetal (Delrin®),B - Good,Sodium Aluminate
3,Aluminum,N/A,Sodium Aluminate
4,Brass,N/A,Sodium Aluminate
5,Bronze,A - Excellent,Sodium Aluminate
6,Buna N (Nitrile),A - Excellent,Sodium Aluminate
7,Carbon graphite,A - Excellent,Sodium Aluminate
8,Carbon Steel,A - Excellent,Sodium Aluminate
9,Carpenter 20,B - Good,Sodium Aluminate
10,Cast iron,A - Excellent,Sodium Aluminate
11,Ceramic Al203,N/A,Sodium Aluminate
12,Ceramic magnet,N/A,Sodium Aluminate
13,ChemRaz (FFKM),A - Excellent,Sodium Aluminate
14,Copper,N/A,Sodium Aluminate
15,CPVC,N/A,Sodium Aluminate
16,EPDM,A - Excellent,Sodium Aluminate
17,Epoxy,A - Excellent,Sodium Aluminate
18,Fluorocarbon (FKM),A - Excellent,Sodium Aluminate
19,Hastelloy-C®,B - Good,Sodium Aluminate
20,Hypalon®,A - Excellent,Sodium Aluminate
21,Hytrel®,N/A,Sodium Aluminate
22,Kalrez,A - Excellent,Sodium Aluminate
23,Kel-F®,N/A,Sodium Aluminate
24,LDPE,N/A,Sodium Aluminate
25,Natural rubber,B - Good,Sodium Aluminate
26,Neoprene,A - Excellent,Sodium Aluminate
27,NORYL®,A - Excellent,Sodium Aluminate
28,Nylon,A1 - Excellent,Sodium Aluminate
29,Polycarbonate,N/A,Sodium Aluminate
30,Polyetherether Ketone (PEEK),N/A,Sodium Aluminate
31,Polypropylene,N/A,Sodium Aluminate
32,Polyurethane,N/A,Sodium Aluminate
33,PPS (Ryton®),A - Excellent,Sodium Aluminate
34,PTFE,A - Excellent,Sodium Aluminate
35,PVC,N/A,Sodium Aluminate
36,PVDF (Kynar®),N/A,Sodium Aluminate
37,Silicone,N/A,Sodium Aluminate
38,stainless steel - 304,A - Excellent,Sodium Aluminate
39,stainless steel - 316,A - Excellent,Sodium Aluminate
40,Titanium,A - Excellent,Sodium Aluminate
41,Tygon®,N/A,Sodium Aluminate
42,Viton®,A - Excellent,Sodium Aluminate
