,material,compatibility,chemical
0,,,Turpentine
1,ABS plastic,B1 - Good,Turpentine
2,Acetal (Delrin®),A - Excellent,Turpentine
3,Aluminum,D - Poor,Turpentine
4,Brass,N/A,Turpentine
5,Bronze,A - Excellent,Turpentine
6,Buna N (Nitrile),A - Excellent,Turpentine
7,Carbon graphite,A - Excellent,Turpentine
8,Carbon Steel,A - Excellent,Turpentine
9,Carpenter 20,C - Fair,Turpentine
10,Cast iron,N/A,Turpentine
11,Ceramic Al203,N/A,Turpentine
12,Ceramic magnet,N/A,Turpentine
13,ChemRaz (FFKM),A - Excellent,Turpentine
14,Copper,B1 - Good,Turpentine
15,CPVC,A - Excellent,Turpentine
16,EPDM,A - Excellent,Turpentine
17,Epoxy,A - Excellent,Turpentine
18,Fluorocarbon (FKM),A - Excellent,Turpentine
19,Hastelloy-C®,A - Excellent,Turpentine
20,Hypalon®,N/A,Turpentine
21,Hytrel®,A - Excellent,Turpentine
22,Kalrez,A - Excellent,Turpentine
23,Kel-F®,N/A,Turpentine
24,LDPE,A - Excellent,Turpentine
25,Natural rubber,A - Excellent,Turpentine
26,Neoprene,A - Excellent,Turpentine
27,NORYL®,A - Excellent,Turpentine
28,Nylon,A - Excellent,Turpentine
29,Polycarbonate,N/A,Turpentine
30,Polyetherether Ketone (PEEK),A - Excellent,Turpentine
31,Polypropylene,A - Excellent,Turpentine
32,Polyurethane,B - Good,Turpentine
33,PPS (Ryton®),A - Excellent,Turpentine
34,PTFE,A - Excellent,Turpentine
35,PVC,A - Excellent,Turpentine
36,PVDF (Kynar®),A - Excellent,Turpentine
37,Silicone,A - Excellent,Turpentine
38,stainless steel - 304,B - Good,Turpentine
39,stainless steel - 316,B - Good,Turpentine
40,Titanium,N/A,Turpentine
41,Tygon®,A - Excellent,Turpentine
42,Viton®,A - Excellent,Turpentine
