,material,compatibility,chemical
0,,,Hydrofluoric Acid 75%
1,ABS plastic,C - Fair,Hydrofluoric Acid 75%
2,Acetal (Delrin®),D - Poor,Hydrofluoric Acid 75%
3,Aluminum,D - Poor,Hydrofluoric Acid 75%
4,Brass,N/A,Hydrofluoric Acid 75%
5,Bronze,B1 - Good,Hydrofluoric Acid 75%
6,Buna N (Nitrile),D - Poor,Hydrofluoric Acid 75%
7,Carbon graphite,A - Excellent,Hydrofluoric Acid 75%
8,Carbon Steel,D - Poor,Hydrofluoric Acid 75%
9,Carpenter 20,D - Poor,Hydrofluoric Acid 75%
10,Cast iron,D - Poor,Hydrofluoric Acid 75%
11,Ceramic Al203,C - Fair,Hydrofluoric Acid 75%
12,Ceramic magnet,B - Good,Hydrofluoric Acid 75%
13,ChemRaz (FFKM),A - Excellent,Hydrofluoric Acid 75%
14,Copper,B - Good,Hydrofluoric Acid 75%
15,CPVC,C1 - Fair,Hydrofluoric Acid 75%
16,EPDM,C - Fair,Hydrofluoric Acid 75%
17,Epoxy,B1 - Good,Hydrofluoric Acid 75%
18,Fluorocarbon (FKM),B - Good,Hydrofluoric Acid 75%
19,Hastelloy-C®,B - Good,Hydrofluoric Acid 75%
20,Hypalon®,B - Good,Hydrofluoric Acid 75%
21,Hytrel®,D - Poor,Hydrofluoric Acid 75%
22,Kalrez,A - Excellent,Hydrofluoric Acid 75%
23,Kel-F®,B - Good,Hydrofluoric Acid 75%
24,LDPE,C1 - Fair,Hydrofluoric Acid 75%
25,Natural rubber,D - Poor,Hydrofluoric Acid 75%
26,Neoprene,D - Poor,Hydrofluoric Acid 75%
27,NORYL®,D - Poor,Hydrofluoric Acid 75%
28,Nylon,D - Poor,Hydrofluoric Acid 75%
29,Polycarbonate,D - Poor,Hydrofluoric Acid 75%
30,Polyetherether Ketone (PEEK),D - Poor,Hydrofluoric Acid 75%
31,Polypropylene,C1 - Fair,Hydrofluoric Acid 75%
32,Polyurethane,D - Poor,Hydrofluoric Acid 75%
33,PPS (Ryton®),B - Good,Hydrofluoric Acid 75%
34,PTFE,A - Excellent,Hydrofluoric Acid 75%
35,PVC,C - Fair,Hydrofluoric Acid 75%
36,PVDF (Kynar®),A - Excellent,Hydrofluoric Acid 75%
37,Silicone,D - Poor,Hydrofluoric Acid 75%
38,stainless steel - 304,D - Poor,Hydrofluoric Acid 75%
39,stainless steel - 316,D - Poor,Hydrofluoric Acid 75%
40,Titanium,D - Poor,Hydrofluoric Acid 75%
41,Tygon®,C - Fair,Hydrofluoric Acid 75%
42,Viton®,B - Good,Hydrofluoric Acid 75%
