,material,compatibility,chemical
0,,,"Oils:Diesel Fuel (20, 30, 40, 50)"
1,ABS plastic,N/A,"Oils:Diesel Fuel (20, 30, 40, 50)"
2,Acetal (Delrin®),D - Poor,"Oils:Diesel Fuel (20, 30, 40, 50)"
3,Aluminum,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
4,Brass,N/A,"Oils:Diesel Fuel (20, 30, 40, 50)"
5,Bronze,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
6,Buna N (Nitrile),A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
7,Carbon graphite,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
8,Carbon Steel,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
9,Carpenter 20,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
10,Cast iron,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
11,Ceramic Al203,N/A,"Oils:Diesel Fuel (20, 30, 40, 50)"
12,Ceramic magnet,N/A,"Oils:Diesel Fuel (20, 30, 40, 50)"
13,ChemRaz (FFKM),A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
14,Copper,N/A,"Oils:Diesel Fuel (20, 30, 40, 50)"
15,CPVC,N/A,"Oils:Diesel Fuel (20, 30, 40, 50)"
16,EPDM,D - Poor,"Oils:Diesel Fuel (20, 30, 40, 50)"
17,Epoxy,A1 - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
18,Fluorocarbon (FKM),A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
19,Hastelloy-C®,B - Good,"Oils:Diesel Fuel (20, 30, 40, 50)"
20,Hypalon®,B - Good,"Oils:Diesel Fuel (20, 30, 40, 50)"
21,Hytrel®,A1 - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
22,Kalrez,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
23,Kel-F®,A1 - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
24,LDPE,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
25,Natural rubber,D - Poor,"Oils:Diesel Fuel (20, 30, 40, 50)"
26,Neoprene,B - Good,"Oils:Diesel Fuel (20, 30, 40, 50)"
27,NORYL®,D - Poor,"Oils:Diesel Fuel (20, 30, 40, 50)"
28,Nylon,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
29,Polycarbonate,N/A,"Oils:Diesel Fuel (20, 30, 40, 50)"
30,Polyetherether Ketone (PEEK),A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
31,Polypropylene,A1 - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
32,Polyurethane,C - Fair,"Oils:Diesel Fuel (20, 30, 40, 50)"
33,PPS (Ryton®),A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
34,PTFE,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
35,PVC,B - Good,"Oils:Diesel Fuel (20, 30, 40, 50)"
36,PVDF (Kynar®),A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
37,Silicone,D - Poor,"Oils:Diesel Fuel (20, 30, 40, 50)"
38,stainless steel - 304,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
39,stainless steel - 316,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
40,Titanium,B - Good,"Oils:Diesel Fuel (20, 30, 40, 50)"
41,Tygon®,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
42,Viton®,A - Excellent,"Oils:Diesel Fuel (20, 30, 40, 50)"
