,material,compatibility,chemical
0,,,Oleum 100%
1,ABS plastic,D - Poor,Oleum 100%
2,Acetal (Delrin®),D - Poor,Oleum 100%
3,Aluminum,B - Good,Oleum 100%
4,Brass,N/A,Oleum 100%
5,Bronze,D - Poor,Oleum 100%
6,Buna N (Nitrile),D - Poor,Oleum 100%
7,Carbon graphite,D - Poor,Oleum 100%
8,Carbon Steel,N/A,Oleum 100%
9,Carpenter 20,D - Poor,Oleum 100%
10,Cast iron,N/A,Oleum 100%
11,Ceramic Al203,N/A,Oleum 100%
12,Ceramic magnet,N/A,Oleum 100%
13,ChemRaz (FFKM),N/A,Oleum 100%
14,Copper,N/A,Oleum 100%
15,CPVC,D - Poor,Oleum 100%
16,EPDM,D - Poor,Oleum 100%
17,Epoxy,D - Poor,Oleum 100%
18,Fluorocarbon (FKM),B - Good,Oleum 100%
19,Hastelloy-C®,D - Poor,Oleum 100%
20,Hypalon®,D - Poor,Oleum 100%
21,Hytrel®,N/A,Oleum 100%
22,Kalrez,A - Excellent,Oleum 100%
23,Kel-F®,A - Excellent,Oleum 100%
24,LDPE,D - Poor,Oleum 100%
25,Natural rubber,D - Poor,Oleum 100%
26,Neoprene,D - Poor,Oleum 100%
27,NORYL®,A1 - Excellent,Oleum 100%
28,Nylon,D - Poor,Oleum 100%
29,Polycarbonate,N/A,Oleum 100%
30,Polyetherether Ketone (PEEK),N/A,Oleum 100%
31,Polypropylene,D - Poor,Oleum 100%
32,Polyurethane,D - Poor,Oleum 100%
33,PPS (Ryton®),A1 - Excellent,Oleum 100%
34,PTFE,A - Excellent,Oleum 100%
35,PVC,D - Poor,Oleum 100%
36,PVDF (Kynar®),D - Poor,Oleum 100%
37,Silicone,D - Poor,Oleum 100%
38,stainless steel - 304,A - Excellent,Oleum 100%
39,stainless steel - 316,A - Excellent,Oleum 100%
40,Titanium,D - Poor,Oleum 100%
41,Tygon®,C - Fair,Oleum 100%
42,Viton®,A - Excellent,Oleum 100%
