,material,compatibility,chemical
0,,,Hydrofluosilicic Acid 20%
1,ABS plastic,N/A,Hydrofluosilicic Acid 20%
2,Acetal (Delrin®),B - Good,Hydrofluosilicic Acid 20%
3,Aluminum,D - Poor,Hydrofluosilicic Acid 20%
4,Brass,N/A,Hydrofluosilicic Acid 20%
5,Bronze,B2 - Good,Hydrofluosilicic Acid 20%
6,Buna N (Nitrile),A - Excellent,Hydrofluosilicic Acid 20%
7,Carbon graphite,A - Excellent,Hydrofluosilicic Acid 20%
8,Carbon Steel,D - Poor,Hydrofluosilicic Acid 20%
9,Carpenter 20,D - Poor,Hydrofluosilicic Acid 20%
10,Cast iron,B - Good,Hydrofluosilicic Acid 20%
11,Ceramic Al203,N/A,Hydrofluosilicic Acid 20%
12,Ceramic magnet,N/A,Hydrofluosilicic Acid 20%
13,ChemRaz (FFKM),A - Excellent,Hydrofluosilicic Acid 20%
14,Copper,B - Good,Hydrofluosilicic Acid 20%
15,CPVC,A - Excellent,Hydrofluosilicic Acid 20%
16,EPDM,A - Excellent,Hydrofluosilicic Acid 20%
17,Epoxy,C1 - Fair,Hydrofluosilicic Acid 20%
18,Fluorocarbon (FKM),A - Excellent,Hydrofluosilicic Acid 20%
19,Hastelloy-C®,B - Good,Hydrofluosilicic Acid 20%
20,Hypalon®,B - Good,Hydrofluosilicic Acid 20%
21,Hytrel®,N/A,Hydrofluosilicic Acid 20%
22,Kalrez,A - Excellent,Hydrofluosilicic Acid 20%
23,Kel-F®,A - Excellent,Hydrofluosilicic Acid 20%
24,LDPE,B2 - Good,Hydrofluosilicic Acid 20%
25,Natural rubber,A - Excellent,Hydrofluosilicic Acid 20%
26,Neoprene,B - Good,Hydrofluosilicic Acid 20%
27,NORYL®,B2 - Good,Hydrofluosilicic Acid 20%
28,Nylon,D - Poor,Hydrofluosilicic Acid 20%
29,Polycarbonate,N/A,Hydrofluosilicic Acid 20%
30,Polyetherether Ketone (PEEK),N/A,Hydrofluosilicic Acid 20%
31,Polypropylene,A - Excellent,Hydrofluosilicic Acid 20%
32,Polyurethane,D - Poor,Hydrofluosilicic Acid 20%
33,PPS (Ryton®),A - Excellent,Hydrofluosilicic Acid 20%
34,PTFE,A - Excellent,Hydrofluosilicic Acid 20%
35,PVC,A2 - Excellent,Hydrofluosilicic Acid 20%
36,PVDF (Kynar®),A - Excellent,Hydrofluosilicic Acid 20%
37,Silicone,D - Poor,Hydrofluosilicic Acid 20%
38,stainless steel - 304,C2 - Fair,Hydrofluosilicic Acid 20%
39,stainless steel - 316,B1 - Good,Hydrofluosilicic Acid 20%
40,Titanium,D - Poor,Hydrofluosilicic Acid 20%
41,Tygon®,A - Excellent,Hydrofluosilicic Acid 20%
42,Viton®,A - Excellent,Hydrofluosilicic Acid 20%
