,material,compatibility,chemical
0,,,Hydrochloric Acid 20%
1,ABS plastic,A - Excellent,Hydrochloric Acid 20%
2,Acetal (Delrin®),C - Fair,Hydrochloric Acid 20%
3,Aluminum,D - Poor,Hydrochloric Acid 20%
4,Brass,N/A,Hydrochloric Acid 20%
5,Bronze,D - Poor,Hydrochloric Acid 20%
6,Buna N (Nitrile),N/A,Hydrochloric Acid 20%
7,Carbon graphite,A - Excellent,Hydrochloric Acid 20%
8,Carbon Steel,D - Poor,Hydrochloric Acid 20%
9,Carpenter 20,D - Poor,Hydrochloric Acid 20%
10,Cast iron,D - Poor,Hydrochloric Acid 20%
11,Ceramic Al203,C - Fair,Hydrochloric Acid 20%
12,Ceramic magnet,A - Excellent,Hydrochloric Acid 20%
13,ChemRaz (FFKM),A - Excellent,Hydrochloric Acid 20%
14,Copper,D - Poor,Hydrochloric Acid 20%
15,CPVC,A2 - Excellent,Hydrochloric Acid 20%
16,EPDM,A - Excellent,Hydrochloric Acid 20%
17,Epoxy,A1 - Excellent,Hydrochloric Acid 20%
18,Fluorocarbon (FKM),A - Excellent,Hydrochloric Acid 20%
19,Hastelloy-C®,A1 - Excellent,Hydrochloric Acid 20%
20,Hypalon®,A - Excellent,Hydrochloric Acid 20%
21,Hytrel®,B - Good,Hydrochloric Acid 20%
22,Kalrez,A - Excellent,Hydrochloric Acid 20%
23,Kel-F®,A - Excellent,Hydrochloric Acid 20%
24,LDPE,A2 - Excellent,Hydrochloric Acid 20%
25,Natural rubber,A - Excellent,Hydrochloric Acid 20%
26,Neoprene,C - Fair,Hydrochloric Acid 20%
27,NORYL®,A - Excellent,Hydrochloric Acid 20%
28,Nylon,D - Poor,Hydrochloric Acid 20%
29,Polycarbonate,B1 - Good,Hydrochloric Acid 20%
30,Polyetherether Ketone (PEEK),A - Excellent,Hydrochloric Acid 20%
31,Polypropylene,B2 - Good,Hydrochloric Acid 20%
32,Polyurethane,B - Good,Hydrochloric Acid 20%
33,PPS (Ryton®),D - Poor,Hydrochloric Acid 20%
34,PTFE,A - Excellent,Hydrochloric Acid 20%
35,PVC,A2 - Excellent,Hydrochloric Acid 20%
36,PVDF (Kynar®),A - Excellent,Hydrochloric Acid 20%
37,Silicone,D - Poor,Hydrochloric Acid 20%
38,stainless steel - 304,D - Poor,Hydrochloric Acid 20%
39,stainless steel - 316,D - Poor,Hydrochloric Acid 20%
40,Titanium,D - Poor,Hydrochloric Acid 20%
41,Tygon®,A1 - Excellent,Hydrochloric Acid 20%
42,Viton®,A - Excellent,Hydrochloric Acid 20%
