,material,compatibility,chemical
0,,,Sodium Borate (Borax)
1,ABS plastic,A - Excellent,Sodium Borate (Borax)
2,Acetal (Delrin®),N/A,Sodium Borate (Borax)
3,Aluminum,C - Fair,Sodium Borate (Borax)
4,Brass,N/A,Sodium Borate (Borax)
5,Bronze,A - Excellent,Sodium Borate (Borax)
6,Buna N (Nitrile),A1 - Excellent,Sodium Borate (Borax)
7,Carbon graphite,A - Excellent,Sodium Borate (Borax)
8,Carbon Steel,A - Excellent,Sodium Borate (Borax)
9,Carpenter 20,A - Excellent,Sodium Borate (Borax)
10,Cast iron,N/A,Sodium Borate (Borax)
11,Ceramic Al203,A - Excellent,Sodium Borate (Borax)
12,Ceramic magnet,A - Excellent,Sodium Borate (Borax)
13,ChemRaz (FFKM),A - Excellent,Sodium Borate (Borax)
14,Copper,B - Good,Sodium Borate (Borax)
15,CPVC,A2 - Excellent,Sodium Borate (Borax)
16,EPDM,A - Excellent,Sodium Borate (Borax)
17,Epoxy,A - Excellent,Sodium Borate (Borax)
18,Fluorocarbon (FKM),A - Excellent,Sodium Borate (Borax)
19,Hastelloy-C®,A - Excellent,Sodium Borate (Borax)
20,Hypalon®,A - Excellent,Sodium Borate (Borax)
21,Hytrel®,B - Good,Sodium Borate (Borax)
22,Kalrez,A - Excellent,Sodium Borate (Borax)
23,Kel-F®,N/A,Sodium Borate (Borax)
24,LDPE,A2 - Excellent,Sodium Borate (Borax)
25,Natural rubber,A - Excellent,Sodium Borate (Borax)
26,Neoprene,A - Excellent,Sodium Borate (Borax)
27,NORYL®,A1 - Excellent,Sodium Borate (Borax)
28,Nylon,A1 - Excellent,Sodium Borate (Borax)
29,Polycarbonate,A1 - Excellent,Sodium Borate (Borax)
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Borate (Borax)
31,Polypropylene,A2 - Excellent,Sodium Borate (Borax)
32,Polyurethane,B - Good,Sodium Borate (Borax)
33,PPS (Ryton®),A - Excellent,Sodium Borate (Borax)
34,PTFE,A - Excellent,Sodium Borate (Borax)
35,PVC,A2 - Excellent,Sodium Borate (Borax)
36,PVDF (Kynar®),A - Excellent,Sodium Borate (Borax)
37,Silicone,A - Excellent,Sodium Borate (Borax)
38,stainless steel - 304,B2 - Good,Sodium Borate (Borax)
39,stainless steel - 316,B - Good,Sodium Borate (Borax)
40,Titanium,B - Good,Sodium Borate (Borax)
41,Tygon®,N/A,Sodium Borate (Borax)
42,Viton®,A - Excellent,Sodium Borate (Borax)
