,material,compatibility,chemical
0,,,Aluminum Potassium Sulfate 100%
1,ABS plastic,N/A,Aluminum Potassium Sulfate 100%
2,Acetal (Delrin®),C - Fair,Aluminum Potassium Sulfate 100%
3,Aluminum,C - Fair,Aluminum Potassium Sulfate 100%
4,Brass,N/A,Aluminum Potassium Sulfate 100%
5,Bronze,N/A,Aluminum Potassium Sulfate 100%
6,Buna N (Nitrile),A - Excellent,Aluminum Potassium Sulfate 100%
7,Carbon graphite,A - Excellent,Aluminum Potassium Sulfate 100%
8,Carbon Steel,D - Poor,Aluminum Potassium Sulfate 100%
9,Carpenter 20,B - Good,Aluminum Potassium Sulfate 100%
10,Cast iron,D - Poor,Aluminum Potassium Sulfate 100%
11,Ceramic Al203,N/A,Aluminum Potassium Sulfate 100%
12,Ceramic magnet,N/A,Aluminum Potassium Sulfate 100%
13,ChemRaz (FFKM),A - Excellent,Aluminum Potassium Sulfate 100%
14,Copper,B - Good,Aluminum Potassium Sulfate 100%
15,CPVC,B - Good,Aluminum Potassium Sulfate 100%
16,EPDM,A - Excellent,Aluminum Potassium Sulfate 100%
17,Epoxy,A1 - Excellent,Aluminum Potassium Sulfate 100%
18,Fluorocarbon (FKM),A - Excellent,Aluminum Potassium Sulfate 100%
19,Hastelloy-C®,C - Fair,Aluminum Potassium Sulfate 100%
20,Hypalon®,A - Excellent,Aluminum Potassium Sulfate 100%
21,Hytrel®,N/A,Aluminum Potassium Sulfate 100%
22,Kalrez,A - Excellent,Aluminum Potassium Sulfate 100%
23,Kel-F®,A - Excellent,Aluminum Potassium Sulfate 100%
24,LDPE,A2 - Excellent,Aluminum Potassium Sulfate 100%
25,Natural rubber,A - Excellent,Aluminum Potassium Sulfate 100%
26,Neoprene,A - Excellent,Aluminum Potassium Sulfate 100%
27,NORYL®,A2 - Excellent,Aluminum Potassium Sulfate 100%
28,Nylon,D - Poor,Aluminum Potassium Sulfate 100%
29,Polycarbonate,A2 - Excellent,Aluminum Potassium Sulfate 100%
30,Polyetherether Ketone (PEEK),A - Excellent,Aluminum Potassium Sulfate 100%
31,Polypropylene,A - Excellent,Aluminum Potassium Sulfate 100%
32,Polyurethane,N/A,Aluminum Potassium Sulfate 100%
33,PPS (Ryton®),N/A,Aluminum Potassium Sulfate 100%
34,PTFE,A - Excellent,Aluminum Potassium Sulfate 100%
35,PVC,A2 - Excellent,Aluminum Potassium Sulfate 100%
36,PVDF (Kynar®),N/A,Aluminum Potassium Sulfate 100%
37,Silicone,A - Excellent,Aluminum Potassium Sulfate 100%
38,stainless steel - 304,D - Poor,Aluminum Potassium Sulfate 100%
39,stainless steel - 316,B2 - Good,Aluminum Potassium Sulfate 100%
40,Titanium,A - Excellent,Aluminum Potassium Sulfate 100%
41,Tygon®,A2 - Excellent,Aluminum Potassium Sulfate 100%
42,Viton®,A - Excellent,Aluminum Potassium Sulfate 100%
