,material,compatibility,chemical
0,,,Sulfuric Acid (75-100%)
1,ABS plastic,B - Good,Sulfuric Acid (75-100%)
2,Acetal (Delrin®),D - Poor,Sulfuric Acid (75-100%)
3,Aluminum,D - Poor,Sulfuric Acid (75-100%)
4,Brass,N/A,Sulfuric Acid (75-100%)
5,Bronze,B - Good,Sulfuric Acid (75-100%)
6,Buna N (Nitrile),B1 - Good,Sulfuric Acid (75-100%)
7,Carbon graphite,A1 - Excellent,Sulfuric Acid (75-100%)
8,Carbon Steel,D - Poor,Sulfuric Acid (75-100%)
9,Carpenter 20,A2 - Excellent,Sulfuric Acid (75-100%)
10,Cast iron,D - Poor,Sulfuric Acid (75-100%)
11,Ceramic Al203,A - Excellent,Sulfuric Acid (75-100%)
12,Ceramic magnet,N/A,Sulfuric Acid (75-100%)
13,ChemRaz (FFKM),A - Excellent,Sulfuric Acid (75-100%)
14,Copper,N/A,Sulfuric Acid (75-100%)
15,CPVC,A - Excellent,Sulfuric Acid (75-100%)
16,EPDM,B2 - Good,Sulfuric Acid (75-100%)
17,Epoxy,A1 - Excellent,Sulfuric Acid (75-100%)
18,Fluorocarbon (FKM),A - Excellent,Sulfuric Acid (75-100%)
19,Hastelloy-C®,B1 - Good,Sulfuric Acid (75-100%)
20,Hypalon®,B - Good,Sulfuric Acid (75-100%)
21,Hytrel®,N/A,Sulfuric Acid (75-100%)
22,Kalrez,A - Excellent,Sulfuric Acid (75-100%)
23,Kel-F®,A - Excellent,Sulfuric Acid (75-100%)
24,LDPE,A1 - Excellent,Sulfuric Acid (75-100%)
25,Natural rubber,C - Fair,Sulfuric Acid (75-100%)
26,Neoprene,B1 - Good,Sulfuric Acid (75-100%)
27,NORYL®,A - Excellent,Sulfuric Acid (75-100%)
28,Nylon,D - Poor,Sulfuric Acid (75-100%)
29,Polycarbonate,B1 - Good,Sulfuric Acid (75-100%)
30,Polyetherether Ketone (PEEK),D - Poor,Sulfuric Acid (75-100%)
31,Polypropylene,A1 - Excellent,Sulfuric Acid (75-100%)
32,Polyurethane,D - Poor,Sulfuric Acid (75-100%)
33,PPS (Ryton®),A - Excellent,Sulfuric Acid (75-100%)
34,PTFE,A - Excellent,Sulfuric Acid (75-100%)
35,PVC,A1 - Excellent,Sulfuric Acid (75-100%)
36,PVDF (Kynar®),A - Excellent,Sulfuric Acid (75-100%)
37,Silicone,D - Poor,Sulfuric Acid (75-100%)
38,stainless steel - 304,D - Poor,Sulfuric Acid (75-100%)
39,stainless steel - 316,D - Poor,Sulfuric Acid (75-100%)
40,Titanium,D - Poor,Sulfuric Acid (75-100%)
41,Tygon®,N/A,Sulfuric Acid (75-100%)
42,Viton®,A2 - Excellent,Sulfuric Acid (75-100%)
