,material,compatibility,chemical
0,,,Mustard
1,ABS plastic,B - Good,Mustard
2,Acetal (Delrin®),C - Fair,Mustard
3,Aluminum,B - Good,Mustard
4,Brass,N/A,Mustard
5,Bronze,A - Excellent,Mustard
6,Buna N (Nitrile),B - Good,Mustard
7,Carbon graphite,A - Excellent,Mustard
8,Carbon Steel,D - Poor,Mustard
9,Carpenter 20,D - Poor,Mustard
10,Cast iron,D - Poor,Mustard
11,Ceramic Al203,N/A,Mustard
12,Ceramic magnet,N/A,Mustard
13,ChemRaz (FFKM),N/A,Mustard
14,Copper,N/A,Mustard
15,CPVC,A - Excellent,Mustard
16,EPDM,A - Excellent,Mustard
17,Epoxy,A - Excellent,Mustard
18,Fluorocarbon (FKM),A - Excellent,Mustard
19,Hastelloy-C®,A - Excellent,Mustard
20,Hypalon®,N/A,Mustard
21,Hytrel®,N/A,Mustard
22,Kalrez,N/A,Mustard
23,Kel-F®,N/A,Mustard
24,LDPE,A - Excellent,Mustard
25,Natural rubber,B - Good,Mustard
26,Neoprene,A - Excellent,Mustard
27,NORYL®,A - Excellent,Mustard
28,Nylon,A - Excellent,Mustard
29,Polycarbonate,A - Excellent,Mustard
30,Polyetherether Ketone (PEEK),N/A,Mustard
31,Polypropylene,A - Excellent,Mustard
32,Polyurethane,B - Good,Mustard
33,PPS (Ryton®),N/A,Mustard
34,PTFE,A - Excellent,Mustard
35,PVC,B - Good,Mustard
36,PVDF (Kynar®),A - Excellent,Mustard
37,Silicone,N/A,Mustard
38,stainless steel - 304,A - Excellent,Mustard
39,stainless steel - 316,A - Excellent,Mustard
40,Titanium,A - Excellent,Mustard
41,Tygon®,B - Good,Mustard
42,Viton®,D - Poor,Mustard
