,material,compatibility,chemical
0,,,Nitrating Acid (<15% HNO3)
1,ABS plastic,N/A,Nitrating Acid (<15% HNO3)
2,Acetal (Delrin®),N/A,Nitrating Acid (<15% HNO3)
3,Aluminum,D - Poor,Nitrating Acid (<15% HNO3)
4,Brass,N/A,Nitrating Acid (<15% HNO3)
5,Bronze,N/A,Nitrating Acid (<15% HNO3)
6,Buna N (Nitrile),N/A,Nitrating Acid (<15% HNO3)
7,Carbon graphite,N/A,Nitrating Acid (<15% HNO3)
8,Carbon Steel,N/A,Nitrating Acid (<15% HNO3)
9,Carpenter 20,D - Poor,Nitrating Acid (<15% HNO3)
10,Cast iron,C - Fair,Nitrating Acid (<15% HNO3)
11,Ceramic Al203,N/A,Nitrating Acid (<15% HNO3)
12,Ceramic magnet,N/A,Nitrating Acid (<15% HNO3)
13,ChemRaz (FFKM),N/A,Nitrating Acid (<15% HNO3)
14,Copper,N/A,Nitrating Acid (<15% HNO3)
15,CPVC,N/A,Nitrating Acid (<15% HNO3)
16,EPDM,N/A,Nitrating Acid (<15% HNO3)
17,Epoxy,N/A,Nitrating Acid (<15% HNO3)
18,Fluorocarbon (FKM),D - Poor,Nitrating Acid (<15% HNO3)
19,Hastelloy-C®,A - Excellent,Nitrating Acid (<15% HNO3)
20,Hypalon®,N/A,Nitrating Acid (<15% HNO3)
21,Hytrel®,N/A,Nitrating Acid (<15% HNO3)
22,Kalrez,N/A,Nitrating Acid (<15% HNO3)
23,Kel-F®,N/A,Nitrating Acid (<15% HNO3)
24,LDPE,N/A,Nitrating Acid (<15% HNO3)
25,Natural rubber,C - Fair,Nitrating Acid (<15% HNO3)
26,Neoprene,A - Excellent,Nitrating Acid (<15% HNO3)
27,NORYL®,N/A,Nitrating Acid (<15% HNO3)
28,Nylon,N/A,Nitrating Acid (<15% HNO3)
29,Polycarbonate,N/A,Nitrating Acid (<15% HNO3)
30,Polyetherether Ketone (PEEK),N/A,Nitrating Acid (<15% HNO3)
31,Polypropylene,C - Fair,Nitrating Acid (<15% HNO3)
32,Polyurethane,D - Poor,Nitrating Acid (<15% HNO3)
33,PPS (Ryton®),C - Fair,Nitrating Acid (<15% HNO3)
34,PTFE,A - Excellent,Nitrating Acid (<15% HNO3)
35,PVC,D - Poor,Nitrating Acid (<15% HNO3)
36,PVDF (Kynar®),N/A,Nitrating Acid (<15% HNO3)
37,Silicone,N/A,Nitrating Acid (<15% HNO3)
38,stainless steel - 304,C - Fair,Nitrating Acid (<15% HNO3)
39,stainless steel - 316,D - Poor,Nitrating Acid (<15% HNO3)
40,Titanium,C - Fair,Nitrating Acid (<15% HNO3)
41,Tygon®,D - Poor,Nitrating Acid (<15% HNO3)
42,Viton®,N/A,Nitrating Acid (<15% HNO3)
