,material,compatibility,chemical
0,,,Freon 113
1,ABS plastic,N/A,Freon 113
2,Acetal (Delrin®),A - Excellent,Freon 113
3,Aluminum,N/A,Freon 113
4,Brass,N/A,Freon 113
5,Bronze,N/A,Freon 113
6,Buna N (Nitrile),A - Excellent,Freon 113
7,Carbon graphite,N/A,Freon 113
8,Carbon Steel,N/A,Freon 113
9,Carpenter 20,A - Excellent,Freon 113
10,Cast iron,N/A,Freon 113
11,Ceramic Al203,A - Excellent,Freon 113
12,Ceramic magnet,A - Excellent,Freon 113
13,ChemRaz (FFKM),C - Fair,Freon 113
14,Copper,A - Excellent,Freon 113
15,CPVC,B - Good,Freon 113
16,EPDM,D - Poor,Freon 113
17,Epoxy,A - Excellent,Freon 113
18,Fluorocarbon (FKM),B - Good,Freon 113
19,Hastelloy-C®,A - Excellent,Freon 113
20,Hypalon®,A - Excellent,Freon 113
21,Hytrel®,A - Excellent,Freon 113
22,Kalrez,C - Fair,Freon 113
23,Kel-F®,N/A,Freon 113
24,LDPE,N/A,Freon 113
25,Natural rubber,D - Poor,Freon 113
26,Neoprene,C - Fair,Freon 113
27,NORYL®,D - Poor,Freon 113
28,Polyetherether Ketone (PEEK),A - Excellent,Freon 113
29,Polypropylene,D - Poor,Freon 113
30,Polyurethane,B - Good,Freon 113
31,PPS (Ryton®),A - Excellent,Freon 113
32,PTFE,A - Excellent,Freon 113
33,PVC,B - Good,Freon 113
34,PVDF (Kynar®),B - Good,Freon 113
35,Silicone,D - Poor,Freon 113
36,stainless steel - 304,N/A,Freon 113
37,stainless steel - 316,N/A,Freon 113
38,Titanium,C - Fair,Freon 113
39,Tygon®,D - Poor,Freon 113
40,Viton®,B - Good,Freon 113
