,material,compatibility,chemical
0,,,Hydrofluoric Acid 20%
1,ABS plastic,C - Fair,Hydrofluoric Acid 20%
2,Acetal (Delrin®),D - Poor,Hydrofluoric Acid 20%
3,Aluminum,D - Poor,Hydrofluoric Acid 20%
4,Brass,N/A,Hydrofluoric Acid 20%
5,Bronze,B2 - Good,Hydrofluoric Acid 20%
6,Buna N (Nitrile),D - Poor,Hydrofluoric Acid 20%
7,Carbon graphite,A - Excellent,Hydrofluoric Acid 20%
8,Carbon Steel,D - Poor,Hydrofluoric Acid 20%
9,Carpenter 20,D - Poor,Hydrofluoric Acid 20%
10,Cast iron,D - Poor,Hydrofluoric Acid 20%
11,Ceramic Al203,N/A,Hydrofluoric Acid 20%
12,Ceramic magnet,B - Good,Hydrofluoric Acid 20%
13,ChemRaz (FFKM),A - Excellent,Hydrofluoric Acid 20%
14,Copper,B - Good,Hydrofluoric Acid 20%
15,CPVC,C1 - Fair,Hydrofluoric Acid 20%
16,EPDM,D - Poor,Hydrofluoric Acid 20%
17,Epoxy,A - Excellent,Hydrofluoric Acid 20%
18,Fluorocarbon (FKM),A - Excellent,Hydrofluoric Acid 20%
19,Hastelloy-C®,B - Good,Hydrofluoric Acid 20%
20,Hypalon®,B - Good,Hydrofluoric Acid 20%
21,Hytrel®,N/A,Hydrofluoric Acid 20%
22,Kalrez,A - Excellent,Hydrofluoric Acid 20%
23,Kel-F®,B - Good,Hydrofluoric Acid 20%
24,LDPE,A2 - Excellent,Hydrofluoric Acid 20%
25,Natural rubber,B1 - Good,Hydrofluoric Acid 20%
26,Neoprene,B - Good,Hydrofluoric Acid 20%
27,NORYL®,C1 - Fair,Hydrofluoric Acid 20%
28,Nylon,C1 - Fair,Hydrofluoric Acid 20%
29,Polycarbonate,D - Poor,Hydrofluoric Acid 20%
30,Polyetherether Ketone (PEEK),D - Poor,Hydrofluoric Acid 20%
31,Polypropylene,A2 - Excellent,Hydrofluoric Acid 20%
32,Polyurethane,D - Poor,Hydrofluoric Acid 20%
33,PPS (Ryton®),A - Excellent,Hydrofluoric Acid 20%
34,PTFE,A - Excellent,Hydrofluoric Acid 20%
35,PVC,B - Good,Hydrofluoric Acid 20%
36,PVDF (Kynar®),A - Excellent,Hydrofluoric Acid 20%
37,Silicone,D - Poor,Hydrofluoric Acid 20%
38,stainless steel - 304,D - Poor,Hydrofluoric Acid 20%
39,stainless steel - 316,D - Poor,Hydrofluoric Acid 20%
40,Titanium,D - Poor,Hydrofluoric Acid 20%
41,Tygon®,C - Fair,Hydrofluoric Acid 20%
42,Viton®,A - Excellent,Hydrofluoric Acid 20%
