,material,compatibility,chemical
0,,,Oils:Bone
1,ABS plastic,N/A,Oils:Bone
2,Acetal (Delrin®),D - Poor,Oils:Bone
3,Aluminum,N/A,Oils:Bone
4,Brass,N/A,Oils:Bone
5,Bronze,A - Excellent,Oils:Bone
6,Buna N (Nitrile),A - Excellent,Oils:Bone
7,Carbon graphite,N/A,Oils:Bone
8,Carbon Steel,N/A,Oils:Bone
9,Carpenter 20,A - Excellent,Oils:Bone
10,Cast iron,A - Excellent,Oils:Bone
11,Ceramic Al203,N/A,Oils:Bone
12,Ceramic magnet,N/A,Oils:Bone
13,ChemRaz (FFKM),N/A,Oils:Bone
14,Copper,N/A,Oils:Bone
15,CPVC,N/A,Oils:Bone
16,EPDM,N/A,Oils:Bone
17,Epoxy,A - Excellent,Oils:Bone
18,Fluorocarbon (FKM),A - Excellent,Oils:Bone
19,Hastelloy-C®,N/A,Oils:Bone
20,Hypalon®,N/A,Oils:Bone
21,Hytrel®,N/A,Oils:Bone
22,Kalrez,N/A,Oils:Bone
23,Kel-F®,N/A,Oils:Bone
24,LDPE,N/A,Oils:Bone
25,Natural rubber,N/A,Oils:Bone
26,Neoprene,D - Poor,Oils:Bone
27,NORYL®,N/A,Oils:Bone
28,Nylon,N/A,Oils:Bone
29,Polycarbonate,N/A,Oils:Bone
30,Polyetherether Ketone (PEEK),N/A,Oils:Bone
31,Polypropylene,A - Excellent,Oils:Bone
32,Polyurethane,N/A,Oils:Bone
33,PPS (Ryton®),N/A,Oils:Bone
34,PTFE,A - Excellent,Oils:Bone
35,PVC,N/A,Oils:Bone
36,PVDF (Kynar®),A - Excellent,Oils:Bone
37,Silicone,N/A,Oils:Bone
38,stainless steel - 304,N/A,Oils:Bone
39,stainless steel - 316,A - Excellent,Oils:Bone
40,Titanium,N/A,Oils:Bone
41,Tygon®,A - Excellent,Oils:Bone
42,Viton®,A - Excellent,Oils:Bone
