,material,compatibility,chemical
0,,,Hydrogen Peroxide 30%
1,ABS plastic,N/A,Hydrogen Peroxide 30%
2,Acetal (Delrin®),D - Poor,Hydrogen Peroxide 30%
3,Aluminum,A - Excellent,Hydrogen Peroxide 30%
4,Brass,N/A,Hydrogen Peroxide 30%
5,Bronze,B1 - Good,Hydrogen Peroxide 30%
6,Buna N (Nitrile),D - Poor,Hydrogen Peroxide 30%
7,Carbon graphite,C - Fair,Hydrogen Peroxide 30%
8,Carbon Steel,D - Poor,Hydrogen Peroxide 30%
9,Carpenter 20,B - Good,Hydrogen Peroxide 30%
10,Cast iron,B - Good,Hydrogen Peroxide 30%
11,Ceramic Al203,N/A,Hydrogen Peroxide 30%
12,Ceramic magnet,A - Excellent,Hydrogen Peroxide 30%
13,ChemRaz (FFKM),B - Good,Hydrogen Peroxide 30%
14,Copper,D - Poor,Hydrogen Peroxide 30%
15,CPVC,A - Excellent,Hydrogen Peroxide 30%
16,EPDM,B - Good,Hydrogen Peroxide 30%
17,Epoxy,B - Good,Hydrogen Peroxide 30%
18,Fluorocarbon (FKM),A - Excellent,Hydrogen Peroxide 30%
19,Hastelloy-C®,A - Excellent,Hydrogen Peroxide 30%
20,Hypalon®,D - Poor,Hydrogen Peroxide 30%
21,Hytrel®,N/A,Hydrogen Peroxide 30%
22,Kalrez,A - Excellent,Hydrogen Peroxide 30%
23,Kel-F®,B - Good,Hydrogen Peroxide 30%
24,LDPE,C2 - Fair,Hydrogen Peroxide 30%
25,Natural rubber,C - Fair,Hydrogen Peroxide 30%
26,Neoprene,D - Poor,Hydrogen Peroxide 30%
27,NORYL®,A2 - Excellent,Hydrogen Peroxide 30%
28,Nylon,D - Poor,Hydrogen Peroxide 30%
29,Polycarbonate,A2 - Excellent,Hydrogen Peroxide 30%
30,Polyetherether Ketone (PEEK),A - Excellent,Hydrogen Peroxide 30%
31,Polypropylene,B1 - Good,Hydrogen Peroxide 30%
32,Polyurethane,B - Good,Hydrogen Peroxide 30%
33,PPS (Ryton®),A1 - Excellent,Hydrogen Peroxide 30%
34,PTFE,A - Excellent,Hydrogen Peroxide 30%
35,PVC,A1 - Excellent,Hydrogen Peroxide 30%
36,PVDF (Kynar®),A - Excellent,Hydrogen Peroxide 30%
37,Silicone,B - Good,Hydrogen Peroxide 30%
38,stainless steel - 304,B2 - Good,Hydrogen Peroxide 30%
39,stainless steel - 316,B - Good,Hydrogen Peroxide 30%
40,Titanium,B1 - Good,Hydrogen Peroxide 30%
41,Tygon®,B - Good,Hydrogen Peroxide 30%
42,Viton®,A - Excellent,Hydrogen Peroxide 30%
