,material,compatibility,chemical
0,,,Ethyl Acetate
1,ABS plastic,D - Poor,Ethyl Acetate
2,Acetal (Delrin®),A - Excellent,Ethyl Acetate
3,Aluminum,A2 - Excellent,Ethyl Acetate
4,Brass,B - Good,Ethyl Acetate
5,Bronze,A - Excellent,Ethyl Acetate
6,Buna N (Nitrile),D - Poor,Ethyl Acetate
7,Carbon graphite,A - Excellent,Ethyl Acetate
8,Carbon Steel,B - Good,Ethyl Acetate
9,Carpenter 20,A - Excellent,Ethyl Acetate
10,Cast iron,A - Excellent,Ethyl Acetate
11,Ceramic Al203,A - Excellent,Ethyl Acetate
12,Ceramic magnet,N/A,Ethyl Acetate
13,ChemRaz (FFKM),A - Excellent,Ethyl Acetate
14,Copper,A - Excellent,Ethyl Acetate
15,CPVC,D - Poor,Ethyl Acetate
16,EPDM,B - Good,Ethyl Acetate
17,Epoxy,A - Excellent,Ethyl Acetate
18,Fluorocarbon (FKM),D - Poor,Ethyl Acetate
19,Hastelloy-C®,A - Excellent,Ethyl Acetate
20,Hypalon®,D - Poor,Ethyl Acetate
21,Hytrel®,B - Good,Ethyl Acetate
22,Kalrez,A - Excellent,Ethyl Acetate
23,Kel-F®,A1 - Excellent,Ethyl Acetate
24,LDPE,A - Excellent,Ethyl Acetate
25,Natural rubber,C - Fair,Ethyl Acetate
26,Neoprene,D - Poor,Ethyl Acetate
27,NORYL®,A1 - Excellent,Ethyl Acetate
28,Nylon,A2 - Excellent,Ethyl Acetate
29,Polycarbonate,D - Poor,Ethyl Acetate
30,Polyetherether Ketone (PEEK),A - Excellent,Ethyl Acetate
31,Polypropylene,A1 - Excellent,Ethyl Acetate
32,Polyurethane,D - Poor,Ethyl Acetate
33,PPS (Ryton®),A - Excellent,Ethyl Acetate
34,PTFE,A - Excellent,Ethyl Acetate
35,PVC,D - Poor,Ethyl Acetate
36,PVDF (Kynar®),D - Poor,Ethyl Acetate
37,Silicone,B - Good,Ethyl Acetate
38,stainless steel - 304,B - Good,Ethyl Acetate
39,stainless steel - 316,B - Good,Ethyl Acetate
40,Titanium,A1 - Excellent,Ethyl Acetate
41,Tygon®,D - Poor,Ethyl Acetate
42,Viton®,D - Poor,Ethyl Acetate
