,material,compatibility,chemical
0,,,Nitrating Acid (S1% Acid)
1,ABS plastic,N/A,Nitrating Acid (S1% Acid)
2,Acetal (Delrin®),D - Poor,Nitrating Acid (S1% Acid)
3,Aluminum,D - Poor,Nitrating Acid (S1% Acid)
4,Brass,N/A,Nitrating Acid (S1% Acid)
5,Bronze,N/A,Nitrating Acid (S1% Acid)
6,Buna N (Nitrile),D - Poor,Nitrating Acid (S1% Acid)
7,Carbon graphite,N/A,Nitrating Acid (S1% Acid)
8,Carbon Steel,N/A,Nitrating Acid (S1% Acid)
9,Carpenter 20,D - Poor,Nitrating Acid (S1% Acid)
10,Cast iron,C - Fair,Nitrating Acid (S1% Acid)
11,Ceramic Al203,N/A,Nitrating Acid (S1% Acid)
12,Ceramic magnet,N/A,Nitrating Acid (S1% Acid)
13,ChemRaz (FFKM),N/A,Nitrating Acid (S1% Acid)
14,Copper,N/A,Nitrating Acid (S1% Acid)
15,CPVC,N/A,Nitrating Acid (S1% Acid)
16,EPDM,A1 - Excellent,Nitrating Acid (S1% Acid)
17,Epoxy,D - Poor,Nitrating Acid (S1% Acid)
18,Fluorocarbon (FKM),D - Poor,Nitrating Acid (S1% Acid)
19,Hastelloy-C®,A - Excellent,Nitrating Acid (S1% Acid)
20,Hypalon®,N/A,Nitrating Acid (S1% Acid)
21,Hytrel®,N/A,Nitrating Acid (S1% Acid)
22,Kalrez,N/A,Nitrating Acid (S1% Acid)
23,Kel-F®,N/A,Nitrating Acid (S1% Acid)
24,LDPE,N/A,Nitrating Acid (S1% Acid)
25,Natural rubber,C - Fair,Nitrating Acid (S1% Acid)
26,Neoprene,A - Excellent,Nitrating Acid (S1% Acid)
27,NORYL®,N/A,Nitrating Acid (S1% Acid)
28,Nylon,N/A,Nitrating Acid (S1% Acid)
29,Polycarbonate,N/A,Nitrating Acid (S1% Acid)
30,Polyetherether Ketone (PEEK),N/A,Nitrating Acid (S1% Acid)
31,Polypropylene,C - Fair,Nitrating Acid (S1% Acid)
32,Polyurethane,D - Poor,Nitrating Acid (S1% Acid)
33,PPS (Ryton®),D - Poor,Nitrating Acid (S1% Acid)
34,PTFE,A - Excellent,Nitrating Acid (S1% Acid)
35,PVC,D - Poor,Nitrating Acid (S1% Acid)
36,PVDF (Kynar®),N/A,Nitrating Acid (S1% Acid)
37,Silicone,N/A,Nitrating Acid (S1% Acid)
38,stainless steel - 304,C - Fair,Nitrating Acid (S1% Acid)
39,stainless steel - 316,C - Fair,Nitrating Acid (S1% Acid)
40,Titanium,C - Fair,Nitrating Acid (S1% Acid)
41,Tygon®,D - Poor,Nitrating Acid (S1% Acid)
42,Viton®,N/A,Nitrating Acid (S1% Acid)
