,material,compatibility,chemical
0,,,Hydrofluoric Acid 50%
1,ABS plastic,C - Fair,Hydrofluoric Acid 50%
2,Acetal (Delrin®),D - Poor,Hydrofluoric Acid 50%
3,Aluminum,D - Poor,Hydrofluoric Acid 50%
4,Brass,N/A,Hydrofluoric Acid 50%
5,Bronze,B2 - Good,Hydrofluoric Acid 50%
6,Buna N (Nitrile),D - Poor,Hydrofluoric Acid 50%
7,Carbon graphite,A - Excellent,Hydrofluoric Acid 50%
8,Carbon Steel,D - Poor,Hydrofluoric Acid 50%
9,Carpenter 20,D - Poor,Hydrofluoric Acid 50%
10,Cast iron,D - Poor,Hydrofluoric Acid 50%
11,Ceramic Al203,N/A,Hydrofluoric Acid 50%
12,Ceramic magnet,B - Good,Hydrofluoric Acid 50%
13,ChemRaz (FFKM),A - Excellent,Hydrofluoric Acid 50%
14,Copper,B - Good,Hydrofluoric Acid 50%
15,CPVC,C1 - Fair,Hydrofluoric Acid 50%
16,EPDM,D - Poor,Hydrofluoric Acid 50%
17,Epoxy,C2 - Fair,Hydrofluoric Acid 50%
18,Fluorocarbon (FKM),A - Excellent,Hydrofluoric Acid 50%
19,Hastelloy-C®,B - Good,Hydrofluoric Acid 50%
20,Hypalon®,B - Good,Hydrofluoric Acid 50%
21,Hytrel®,D - Poor,Hydrofluoric Acid 50%
22,Kalrez,A - Excellent,Hydrofluoric Acid 50%
23,Kel-F®,B - Good,Hydrofluoric Acid 50%
24,LDPE,A1 - Excellent,Hydrofluoric Acid 50%
25,Natural rubber,B1 - Good,Hydrofluoric Acid 50%
26,Neoprene,D - Poor,Hydrofluoric Acid 50%
27,NORYL®,D - Poor,Hydrofluoric Acid 50%
28,Nylon,D - Poor,Hydrofluoric Acid 50%
29,Polycarbonate,D - Poor,Hydrofluoric Acid 50%
30,Polyetherether Ketone (PEEK),D - Poor,Hydrofluoric Acid 50%
31,Polypropylene,A2 - Excellent,Hydrofluoric Acid 50%
32,Polyurethane,D - Poor,Hydrofluoric Acid 50%
33,PPS (Ryton®),A - Excellent,Hydrofluoric Acid 50%
34,PTFE,A - Excellent,Hydrofluoric Acid 50%
35,PVC,B1 - Good,Hydrofluoric Acid 50%
36,PVDF (Kynar®),A - Excellent,Hydrofluoric Acid 50%
37,Silicone,D - Poor,Hydrofluoric Acid 50%
38,stainless steel - 304,D - Poor,Hydrofluoric Acid 50%
39,stainless steel - 316,D - Poor,Hydrofluoric Acid 50%
40,Titanium,D - Poor,Hydrofluoric Acid 50%
41,Tygon®,C - Fair,Hydrofluoric Acid 50%
42,Viton®,B - Good,Hydrofluoric Acid 50%
