,material,compatibility,chemical
0,,,Naphthalene
1,ABS plastic,D - Poor,Naphthalene
2,Acetal (Delrin®),A1 - Excellent,Naphthalene
3,Aluminum,B1 - Good,Naphthalene
4,Brass,N/A,Naphthalene
5,Bronze,A - Excellent,Naphthalene
6,Buna N (Nitrile),D - Poor,Naphthalene
7,Carbon graphite,A - Excellent,Naphthalene
8,Carbon Steel,A - Excellent,Naphthalene
9,Carpenter 20,C - Fair,Naphthalene
10,Cast iron,A - Excellent,Naphthalene
11,Ceramic Al203,A - Excellent,Naphthalene
12,Ceramic magnet,N/A,Naphthalene
13,ChemRaz (FFKM),A - Excellent,Naphthalene
14,Copper,N/A,Naphthalene
15,CPVC,D - Poor,Naphthalene
16,EPDM,D - Poor,Naphthalene
17,Epoxy,A - Excellent,Naphthalene
18,Fluorocarbon (FKM),A - Excellent,Naphthalene
19,Hastelloy-C®,A - Excellent,Naphthalene
20,Hypalon®,D - Poor,Naphthalene
21,Hytrel®,B - Good,Naphthalene
22,Kalrez,A - Excellent,Naphthalene
23,Kel-F®,A - Excellent,Naphthalene
24,LDPE,C - Fair,Naphthalene
25,Natural rubber,D - Poor,Naphthalene
26,Neoprene,D - Poor,Naphthalene
27,NORYL®,D - Poor,Naphthalene
28,Nylon,A1 - Excellent,Naphthalene
29,Polycarbonate,N/A,Naphthalene
30,Polyetherether Ketone (PEEK),A - Excellent,Naphthalene
31,Polypropylene,B - Good,Naphthalene
32,Polyurethane,B - Good,Naphthalene
33,PPS (Ryton®),A - Excellent,Naphthalene
34,PTFE,A - Excellent,Naphthalene
35,PVC,D - Poor,Naphthalene
36,PVDF (Kynar®),A2 - Excellent,Naphthalene
37,Silicone,D - Poor,Naphthalene
38,stainless steel - 304,A - Excellent,Naphthalene
39,stainless steel - 316,A - Excellent,Naphthalene
40,Titanium,A - Excellent,Naphthalene
41,Tygon®,C - Fair,Naphthalene
42,Viton®,A - Excellent,Naphthalene
