,material,compatibility,chemical
0,,,Nitric Acid (20%)
1,ABS plastic,N/A,Nitric Acid (20%)
2,Acetal (Delrin®),N/A,Nitric Acid (20%)
3,Aluminum,D - Poor,Nitric Acid (20%)
4,Brass,N/A,Nitric Acid (20%)
5,Bronze,N/A,Nitric Acid (20%)
6,Buna N (Nitrile),N/A,Nitric Acid (20%)
7,Carbon graphite,N/A,Nitric Acid (20%)
8,Carbon Steel,N/A,Nitric Acid (20%)
9,Carpenter 20,D - Poor,Nitric Acid (20%)
10,Cast iron,A - Excellent,Nitric Acid (20%)
11,Ceramic Al203,N/A,Nitric Acid (20%)
12,Ceramic magnet,N/A,Nitric Acid (20%)
13,ChemRaz (FFKM),N/A,Nitric Acid (20%)
14,Copper,N/A,Nitric Acid (20%)
15,CPVC,N/A,Nitric Acid (20%)
16,EPDM,N/A,Nitric Acid (20%)
17,Epoxy,N/A,Nitric Acid (20%)
18,Fluorocarbon (FKM),D - Poor,Nitric Acid (20%)
19,Hastelloy-C®,A - Excellent,Nitric Acid (20%)
20,Hypalon®,N/A,Nitric Acid (20%)
21,Hytrel®,N/A,Nitric Acid (20%)
22,Kalrez,N/A,Nitric Acid (20%)
23,Kel-F®,N/A,Nitric Acid (20%)
24,LDPE,N/A,Nitric Acid (20%)
25,Natural rubber,C - Fair,Nitric Acid (20%)
26,Neoprene,A - Excellent,Nitric Acid (20%)
27,NORYL®,N/A,Nitric Acid (20%)
28,Nylon,N/A,Nitric Acid (20%)
29,Polycarbonate,N/A,Nitric Acid (20%)
30,Polyetherether Ketone (PEEK),N/A,Nitric Acid (20%)
31,Polypropylene,C - Fair,Nitric Acid (20%)
32,Polyurethane,D - Poor,Nitric Acid (20%)
33,PPS (Ryton®),C - Fair,Nitric Acid (20%)
34,PTFE,A - Excellent,Nitric Acid (20%)
35,PVC,D - Poor,Nitric Acid (20%)
36,PVDF (Kynar®),N/A,Nitric Acid (20%)
37,Silicone,N/A,Nitric Acid (20%)
38,stainless steel - 304,C - Fair,Nitric Acid (20%)
39,stainless steel - 316,C - Fair,Nitric Acid (20%)
40,Titanium,A - Excellent,Nitric Acid (20%)
41,Tygon®,D - Poor,Nitric Acid (20%)
42,Viton®,N/A,Nitric Acid (20%)
