,material,compatibility,chemical
0,,,Hydrobromic Acid 20%
1,ABS plastic,N/A,Hydrobromic Acid 20%
2,Acetal (Delrin®),C - Fair,Hydrobromic Acid 20%
3,Aluminum,D - Poor,Hydrobromic Acid 20%
4,Brass,D - Poor,Hydrobromic Acid 20%
5,Bronze,N/A,Hydrobromic Acid 20%
6,Buna N (Nitrile),D - Poor,Hydrobromic Acid 20%
7,Carbon graphite,A - Excellent,Hydrobromic Acid 20%
8,Carbon Steel,D - Poor,Hydrobromic Acid 20%
9,Carpenter 20,C - Fair,Hydrobromic Acid 20%
10,Cast iron,D - Poor,Hydrobromic Acid 20%
11,Ceramic Al203,N/A,Hydrobromic Acid 20%
12,Ceramic magnet,A - Excellent,Hydrobromic Acid 20%
13,ChemRaz (FFKM),N/A,Hydrobromic Acid 20%
14,Copper,D - Poor,Hydrobromic Acid 20%
15,CPVC,A - Excellent,Hydrobromic Acid 20%
16,EPDM,A - Excellent,Hydrobromic Acid 20%
17,Epoxy,B1 - Good,Hydrobromic Acid 20%
18,Fluorocarbon (FKM),A - Excellent,Hydrobromic Acid 20%
19,Hastelloy-C®,A - Excellent,Hydrobromic Acid 20%
20,Hypalon®,A - Excellent,Hydrobromic Acid 20%
21,Hytrel®,N/A,Hydrobromic Acid 20%
22,Kalrez,N/A,Hydrobromic Acid 20%
23,Kel-F®,A - Excellent,Hydrobromic Acid 20%
24,LDPE,B2 - Good,Hydrobromic Acid 20%
25,Natural rubber,A - Excellent,Hydrobromic Acid 20%
26,Neoprene,D - Poor,Hydrobromic Acid 20%
27,NORYL®,B - Good,Hydrobromic Acid 20%
28,Nylon,D - Poor,Hydrobromic Acid 20%
29,Polycarbonate,N/A,Hydrobromic Acid 20%
30,Polyetherether Ketone (PEEK),D - Poor,Hydrobromic Acid 20%
31,Polypropylene,A2 - Excellent,Hydrobromic Acid 20%
32,Polyurethane,N/A,Hydrobromic Acid 20%
33,PPS (Ryton®),N/A,Hydrobromic Acid 20%
34,PTFE,N/A,Hydrobromic Acid 20%
35,PVC,B2 - Good,Hydrobromic Acid 20%
36,PVDF (Kynar®),A - Excellent,Hydrobromic Acid 20%
37,Silicone,D - Poor,Hydrobromic Acid 20%
38,stainless steel - 304,D - Poor,Hydrobromic Acid 20%
39,stainless steel - 316,D - Poor,Hydrobromic Acid 20%
40,Titanium,A - Excellent,Hydrobromic Acid 20%
41,Tygon®,B - Good,Hydrobromic Acid 20%
42,Viton®,A - Excellent,Hydrobromic Acid 20%
