,material,compatibility,chemical
0,,,Acetic Acid 80%
1,ABS plastic,D - Poor,Acetic Acid 80%
2,Acetal (Delrin®),D - Poor,Acetic Acid 80%
3,Aluminum,B - Good,Acetic Acid 80%
4,Brass,D - Poor,Acetic Acid 80%
5,Bronze,C - Fair,Acetic Acid 80%
6,Buna N (Nitrile),C - Fair,Acetic Acid 80%
7,Carbon graphite,A - Excellent,Acetic Acid 80%
8,Carbon Steel,D - Poor,Acetic Acid 80%
9,Carpenter 20,A - Excellent,Acetic Acid 80%
10,Cast iron,D - Poor,Acetic Acid 80%
11,Ceramic Al203,A - Excellent,Acetic Acid 80%
12,Ceramic magnet,A - Excellent,Acetic Acid 80%
13,ChemRaz (FFKM),N/A,Acetic Acid 80%
14,Copper,B - Good,Acetic Acid 80%
15,CPVC,C - Fair,Acetic Acid 80%
16,EPDM,A - Excellent,Acetic Acid 80%
17,Epoxy,B1 - Good,Acetic Acid 80%
18,Fluorocarbon (FKM),D - Poor,Acetic Acid 80%
19,Hastelloy-C®,A - Excellent,Acetic Acid 80%
20,Hypalon®,C - Fair,Acetic Acid 80%
21,Hytrel®,N/A,Acetic Acid 80%
22,Kalrez,C - Fair,Acetic Acid 80%
23,Kel-F®,A - Excellent,Acetic Acid 80%
24,LDPE,D - Poor,Acetic Acid 80%
25,Natural rubber,C - Fair,Acetic Acid 80%
26,Neoprene,C - Fair,Acetic Acid 80%
27,NORYL®,A - Excellent,Acetic Acid 80%
28,Nylon,D - Poor,Acetic Acid 80%
29,Polycarbonate,B1 - Good,Acetic Acid 80%
30,Polyetherether Ketone (PEEK),A - Excellent,Acetic Acid 80%
31,Polypropylene,A - Excellent,Acetic Acid 80%
32,Polyurethane,D - Poor,Acetic Acid 80%
33,PPS (Ryton®),A - Excellent,Acetic Acid 80%
34,PTFE,A - Excellent,Acetic Acid 80%
35,PVC,C - Fair,Acetic Acid 80%
36,PVDF (Kynar®),C - Fair,Acetic Acid 80%
37,Silicone,B - Good,Acetic Acid 80%
38,stainless steel - 304,D - Poor,Acetic Acid 80%
39,stainless steel - 316,B - Good,Acetic Acid 80%
40,Titanium,A - Excellent,Acetic Acid 80%
41,Tygon®,D - Poor,Acetic Acid 80%
42,Viton®,B - Good,Acetic Acid 80%
