,material,compatibility,chemical
0,,,Sodium Nitrate
1,ABS plastic,N/A,Sodium Nitrate
2,Acetal (Delrin®),A - Excellent,Sodium Nitrate
3,Aluminum,B - Good,Sodium Nitrate
4,Brass,N/A,Sodium Nitrate
5,Bronze,B - Good,Sodium Nitrate
6,Buna N (Nitrile),A1 - Excellent,Sodium Nitrate
7,Carbon graphite,C - Fair,Sodium Nitrate
8,Carbon Steel,B - Good,Sodium Nitrate
9,Carpenter 20,C - Fair,Sodium Nitrate
10,Cast iron,B - Good,Sodium Nitrate
11,Ceramic Al203,A - Excellent,Sodium Nitrate
12,Ceramic magnet,A - Excellent,Sodium Nitrate
13,ChemRaz (FFKM),A - Excellent,Sodium Nitrate
14,Copper,D - Poor,Sodium Nitrate
15,CPVC,A - Excellent,Sodium Nitrate
16,EPDM,A - Excellent,Sodium Nitrate
17,Epoxy,A - Excellent,Sodium Nitrate
18,Fluorocarbon (FKM),A - Excellent,Sodium Nitrate
19,Hastelloy-C®,B - Good,Sodium Nitrate
20,Hypalon®,A - Excellent,Sodium Nitrate
21,Hytrel®,N/A,Sodium Nitrate
22,Kalrez,A - Excellent,Sodium Nitrate
23,Kel-F®,A - Excellent,Sodium Nitrate
24,LDPE,A2 - Excellent,Sodium Nitrate
25,Natural rubber,B - Good,Sodium Nitrate
26,Neoprene,B - Good,Sodium Nitrate
27,NORYL®,A1 - Excellent,Sodium Nitrate
28,Nylon,A1 - Excellent,Sodium Nitrate
29,Polycarbonate,N/A,Sodium Nitrate
30,Polyetherether Ketone (PEEK),A - Excellent,Sodium Nitrate
31,Polypropylene,A - Excellent,Sodium Nitrate
32,Polyurethane,B - Good,Sodium Nitrate
33,PPS (Ryton®),A - Excellent,Sodium Nitrate
34,PTFE,A - Excellent,Sodium Nitrate
35,PVC,A2 - Excellent,Sodium Nitrate
36,PVDF (Kynar®),A - Excellent,Sodium Nitrate
37,Silicone,D - Poor,Sodium Nitrate
38,stainless steel - 304,B1 - Good,Sodium Nitrate
39,stainless steel - 316,B1 - Good,Sodium Nitrate
40,Titanium,A - Excellent,Sodium Nitrate
41,Tygon®,B - Good,Sodium Nitrate
42,Viton®,A - Excellent,Sodium Nitrate
