,material,compatibility,chemical
0,,,Chromic Acid 30%
1,ABS plastic,B - Good,Chromic Acid 30%
2,Acetal (Delrin®),D - Poor,Chromic Acid 30%
3,Aluminum,D - Poor,Chromic Acid 30%
4,Brass,D - Poor,Chromic Acid 30%
5,Bronze,D - Poor,Chromic Acid 30%
6,Buna N (Nitrile),D - Poor,Chromic Acid 30%
7,Carbon graphite,A - Excellent,Chromic Acid 30%
8,Carbon Steel,D - Poor,Chromic Acid 30%
9,Carpenter 20,D - Poor,Chromic Acid 30%
10,Cast iron,D - Poor,Chromic Acid 30%
11,Ceramic Al203,A - Excellent,Chromic Acid 30%
12,Ceramic magnet,N/A,Chromic Acid 30%
13,ChemRaz (FFKM),A - Excellent,Chromic Acid 30%
14,Copper,D - Poor,Chromic Acid 30%
15,CPVC,A1 - Excellent,Chromic Acid 30%
16,EPDM,B - Good,Chromic Acid 30%
17,Epoxy,D - Poor,Chromic Acid 30%
18,Fluorocarbon (FKM),A - Excellent,Chromic Acid 30%
19,Hastelloy-C®,D - Poor,Chromic Acid 30%
20,Hypalon®,C - Fair,Chromic Acid 30%
21,Hytrel®,D - Poor,Chromic Acid 30%
22,Kalrez,A - Excellent,Chromic Acid 30%
23,Kel-F®,A - Excellent,Chromic Acid 30%
24,LDPE,D - Poor,Chromic Acid 30%
25,Natural rubber,D - Poor,Chromic Acid 30%
26,Neoprene,D - Poor,Chromic Acid 30%
27,NORYL®,D - Poor,Chromic Acid 30%
28,Nylon,D - Poor,Chromic Acid 30%
29,Polycarbonate,C - Fair,Chromic Acid 30%
30,Polyetherether Ketone (PEEK),A - Excellent,Chromic Acid 30%
31,Polypropylene,D - Poor,Chromic Acid 30%
32,Polyurethane,D - Poor,Chromic Acid 30%
33,PPS (Ryton®),B - Good,Chromic Acid 30%
34,PTFE,A - Excellent,Chromic Acid 30%
35,PVC,A1 - Excellent,Chromic Acid 30%
36,PVDF (Kynar®),A2 - Excellent,Chromic Acid 30%
37,Silicone,C - Fair,Chromic Acid 30%
38,stainless steel - 304,B2 - Good,Chromic Acid 30%
39,stainless steel - 316,B2 - Good,Chromic Acid 30%
40,Titanium,A - Excellent,Chromic Acid 30%
41,Tygon®,B - Good,Chromic Acid 30%
42,Viton®,A - Excellent,Chromic Acid 30%
