,material,compatibility,chemical
0,,,Hydrochloric Acid 37%
1,ABS plastic,A - Excellent,Hydrochloric Acid 37%
2,Acetal (Delrin®),C - Fair,Hydrochloric Acid 37%
3,Aluminum,D - Poor,Hydrochloric Acid 37%
4,Brass,N/A,Hydrochloric Acid 37%
5,Bronze,D - Poor,Hydrochloric Acid 37%
6,Buna N (Nitrile),B - Good,Hydrochloric Acid 37%
7,Carbon graphite,A - Excellent,Hydrochloric Acid 37%
8,Carbon Steel,D - Poor,Hydrochloric Acid 37%
9,Carpenter 20,D - Poor,Hydrochloric Acid 37%
10,Cast iron,D - Poor,Hydrochloric Acid 37%
11,Ceramic Al203,C - Fair,Hydrochloric Acid 37%
12,Ceramic magnet,A - Excellent,Hydrochloric Acid 37%
13,ChemRaz (FFKM),A - Excellent,Hydrochloric Acid 37%
14,Copper,D - Poor,Hydrochloric Acid 37%
15,CPVC,A2 - Excellent,Hydrochloric Acid 37%
16,EPDM,C - Fair,Hydrochloric Acid 37%
17,Epoxy,A - Excellent,Hydrochloric Acid 37%
18,Fluorocarbon (FKM),A - Excellent,Hydrochloric Acid 37%
19,Hastelloy-C®,B - Good,Hydrochloric Acid 37%
20,Hypalon®,B - Good,Hydrochloric Acid 37%
21,Hytrel®,C - Fair,Hydrochloric Acid 37%
22,Kalrez,A - Excellent,Hydrochloric Acid 37%
23,Kel-F®,A - Excellent,Hydrochloric Acid 37%
24,LDPE,B2 - Good,Hydrochloric Acid 37%
25,Natural rubber,A - Excellent,Hydrochloric Acid 37%
26,Neoprene,B - Good,Hydrochloric Acid 37%
27,NORYL®,A - Excellent,Hydrochloric Acid 37%
28,Nylon,D - Poor,Hydrochloric Acid 37%
29,Polycarbonate,D - Poor,Hydrochloric Acid 37%
30,Polyetherether Ketone (PEEK),A - Excellent,Hydrochloric Acid 37%
31,Polypropylene,C - Fair,Hydrochloric Acid 37%
32,Polyurethane,D - Poor,Hydrochloric Acid 37%
33,PPS (Ryton®),D - Poor,Hydrochloric Acid 37%
34,PTFE,A - Excellent,Hydrochloric Acid 37%
35,PVC,B - Good,Hydrochloric Acid 37%
36,PVDF (Kynar®),A - Excellent,Hydrochloric Acid 37%
37,Silicone,B - Good,Hydrochloric Acid 37%
38,stainless steel - 304,D - Poor,Hydrochloric Acid 37%
39,stainless steel - 316,D - Poor,Hydrochloric Acid 37%
40,Titanium,D - Poor,Hydrochloric Acid 37%
41,Tygon®,A1 - Excellent,Hydrochloric Acid 37%
42,Viton®,A - Excellent,Hydrochloric Acid 37%
